network,family,variant,time,state,node,value,total,fraction,TV
toy_0,Triangle,Full DMWA,6.300000000000001,1,B,0.017831905829520447,0.05349571748856134,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.300000000000001,1,C,0.017831905829520447,0.05349571748856134,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.300000000000001,2,A,0.015043188159457748,0.04512956447837324,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.300000000000001,2,B,0.015043188159457748,0.04512956447837324,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.300000000000001,2,C,0.015043188159457748,0.04512956447837324,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.4,1,A,0.01699471472850042,0.05098414418550126,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.4,1,B,0.01699471472850042,0.05098414418550126,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.4,1,C,0.01699471472850042,0.05098414418550126,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.4,2,A,0.014336147536304675,0.043008442608914024,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.4,2,B,0.014336147536304675,0.043008442608914024,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.4,2,C,0.014336147536304675,0.043008442608914024,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.5,1,A,0.01619678533390107,0.048590356001703215,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.5,1,B,0.01619678533390107,0.048590356001703215,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.5,1,C,0.01619678533390107,0.048590356001703215,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.5,2,A,0.013662364184249935,0.04098709255274981,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.5,2,B,0.013662364184249935,0.04098709255274981,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.5,2,C,0.013662364184249935,0.04098709255274981,0.3333333333333333,0.0
toy_0,Triangle,Full DMWA,6.6000000000000005,1,A,0.015436281961106215,0.04630884588331864,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.6000000000000005,1,B,0.015436281961106215,0.04630884588331864,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.6000000000000005,1,C,0.015436281961106215,0.04630884588331864,0.33333333333333337,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.6000000000000005,2,A,0.013020270474181878,0.03906081142254564,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.6000000000000005,2,B,0.013020270474181878,0.03906081142254564,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.6000000000000005,2,C,0.013020270474181878,0.03906081142254564,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.7,1,A,0.01471145404122855,0.044134362123685655,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.7,1,B,0.01471145404122855,0.044134362123685655,0.3333333333333333,8.326672684688674e-17
toy_0,Triangle,Full DMWA,6.7,1,C,0.01471145404122855,0.044134362123685655,0.3333333333333333,8.326672684688674e-17
